x;t;f;yintra;yextra;igz;libelle;corde;tmax;tmaxmm;fmax;fmaxmm
0;0;0;0;0;0;azertyuiomlkjhgfdsqwxcvbn;42;10;4,2;15;6,3
0,84;1,65184;0,49392;1,31984;-0,332002;0,039438
1,68;2,25941;0,96768;2,09738;-0,162023;0,523546
2,52;2,68631;1,42128;2,76443;0,0781266;1,05851
3,36;3,01506;1,85472;3,36225;0,34719;1,62161
4,2;3,27794;2,268;3,90697;0,62903;2,18063
5,04;3,49173;2,66112;4,40698;0,915256;2,71463
5,88;3,66658;3,03408;4,86737;1,20079;3,20952
6,72;3,80927;3,38688;5,29152;1,48224;3,65587
7,56;3,92463;3,71952;5,68184;1,7572;4,04767
8,4;4,01628;4,032;6,04014;2,02386;4,38147
9,24;4,08704;4,32432;6,36784;2,2808;4,65583
10,08;4,13918;4,59648;6,66607;2,52689;4,8709
10,92;4,17458;4,84848;6,93577;2,76119;5,02806
11,76;4,19481;5,08032;7,17772;2,98292;5,12966
12,6;4,20121;5,292;7,3926;3,1914;5,17878
13,44;4,19495;5,48352;7,581;3,38604;5,17905
14,28;4,17706;5,65488;7,74341;3,56635;5,13449
15,12;4,14843;5,80608;7,88029;3,73187;5,04937
15,96;4,10987;5,93712;7,99206;3,88218;4,92811
16,8;4,06211;6,048;8,07905;4,01695;4,77518
17,64;4,00578;6,13872;8,14161;4,13583;4,59503
18,48;3,94149;6,20928;8,18002;4,23854;4,392
19,32;3,86975;6,25968;8,19455;4,32481;4,1703
20,16;3,79104;6,28992;8,18544;4,3944;3,93395
21;3,70582;6,3;8,15291;4,44709;3,68678
21,84;3,61446;6,28992;8,09715;4,48269;3,43234
22,68;3,51733;6,25968;8,01834;4,50102;3,17397
23,52;3,41475;6,20928;7,91665;4,50191;2,91473
24,36;3,307;6,13872;7,79222;4,48522;2,65739
25,2;3,19436;6,048;7,64518;4,45082;2,40448
26,04;3,07704;5,93712;7,47564;4,3986;2,15825
26,88;2,95526;5,80608;7,28371;4,32845;1,92069
27,72;2,82918;5,65488;7,06947;4,24029;1,69353
28,56;2,69897;5,48352;6,833;4,13404;1,47825
29,4;2,56473;5,292;6,57437;4,00963;1,27609
30,24;2,42659;5,08032;6,29362;3,86702;1,08807
31,08;2,28462;4,84848;5,99079;3,70617;0,914968
31,92;2,13887;4,59648;5,66592;3,52704;0,757362
32,76;1,98939;4,32432;5,31901;3,32963;0,615615
33,6;1,83618;4,032;4,95009;3,11391;0,489888
34,44;1,67925;3,71952;4,55914;2,8799;0,38014
35,28;1,51856;3,38688;4,14616;2,6276;0,286131
36,12;1,35407;3,03408;3,71112;2,35704;0,207418
36,96;1,18571;2,66112;3,25398;2,06826;0,14335
37,8;1,0134;2,268;2,7747;1,7613;0,0930576
38,64;0,837033;1,85472;2,27324;1,4362;0,0554408
39,48;0,65648;1,42128;1,74952;1,09304;0,0291498
40,32;0,471602;0,96768;1,20348;0,731879;0,0125612
41,16;0,282235;0,49392;0,635038;0,352802;0,00374835
